spu_code,material_name,offer_id,run_crawled_at,updated_at,n_main,n_gallery,n_detail,best_main_min_side,old_category_code,new_category_code,created_leaf_codes,cat_status,status
MG-P002641D02532,刀开关,18056760,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,31.003.005.003,31.003.005.003,,unchanged,updated
MG-P00E999158DCF,静压箱,25779127,20260710_220036,2026-07-12T07:36:26+00:00,1,3,4,800,24.009.001.001,24.009.001.001,,unchanged,updated
MG-P0138CFB0CB8E,墨汁,033234,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,04.011.001.019,04.011.001.019,,no_L1,updated
MG-P017EA52217B1,尖嘴钳,16250323,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,600,04.016.001.024,04.016.001.024,,unchanged,updated
MG-P01B1E5DD7834,循环泵,11231527,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,25.001.004.008,07.004.006.003,,changed,updated
MG-P022BD5422882,冷冻式干燥机,10859885,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,07.007.003.001,07.007.003.001,,no_L1,updated
MG-P0233B8882427,排风扇,020900,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,10.001.005.002,24.006.001.006,,changed,updated
MG-P026A6CE6192B,PPR内丝三通,029881,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,28.013.001.017,28.013.001.037,,changed,updated
MG-P02B3ADD1279B,明装闭门器,24416030,20260710_220036,2026-07-12T07:36:26+00:00,1,2,9,800,20.004.006.001,20.004.006.001,,unchanged,updated
MG-P02D78D7213F6,50龙骨,12340279,20260710_220036,2026-07-12T07:36:26+00:00,1,3,7,6112,19.008.003.001,19.008.003.001,,unchanged,updated
MG-P02D8CF0FD731,溢流阀,13934868,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,25.001.005.035,05.007.003.006,,changed,updated
MG-P032493D19EF5,电动割草机,24530084,20260710_220036,2026-07-12T07:36:26+00:00,1,3,5,800,04.017.002,04.017.002,,no_L1,updated
MG-P035B95681081,钢制焊接弯头,038082,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,30.002.003.010,30.002.003.012,30.002.003.012,changed,updated
MG-P0367D4064810,瓷砖十字架,058675,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,04.030,19.004.001.007,,changed,updated
MG-P046471CDEA54,手电筒,17135594,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,11.004.003.001,11.004.003.001,,unchanged,updated
MG-P048A0146CA0F,带齿铁抹子,13419832,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,04.011.001.011,04.011.001.011,,unchanged,updated
MG-P05107F81728C,录像机,26148630,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,02.006.008.001,02.006.008.001,,unchanged,updated
MG-P0514872A5304,空气调节器,11876527,20260710_220036,2026-07-12T07:36:26+00:00,1,3,2,800,24.006.005.001,05.001.001.005,,changed,updated
MG-P058BD116021D,动力配电箱,16271725,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,31.002.002.001,31.002.001.001,,changed,updated
MG-P06EFFE590A5F,PPR法兰接盘,12705951,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,28.013.001.006,28.013.001.015,,changed,updated
MG-P07062358F38D,时间继电器,13982434,20260710_220036,2026-07-12T07:36:26+00:00,1,2,5,800,14.002.008.003,14.002.008.003,,unchanged,updated
MG-P070EBEC062E4,镀锌管,048364,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,30.002.004.001,30.002.004.001,,unchanged,updated
MG-P0727993BAFE3,吸顶式空调,36054750,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,24.006.003.001,10.002.002.007,,changed,updated
MG-P0756C07DA95F,垫块,13309523,20260710_220036,2026-07-12T07:36:26+00:00,1,2,5,800,13.010.005.001,13.010.005.001,,no_L1,updated
MG-P07D95447C4B1,定子,24141922,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,14.001.002.007,14.001.002.007,,no_L1,updated
MG-P084814ED1414,曲线锯,035488,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,07.003.004.001,07.003.004.001,,no_L1,updated
MG-P08A355CA79DF,钢丝圆盘刷,004178,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,04.020.001.002,06.001.002.001,,changed,updated
MG-P093F01AD0870,真空吸尘器,36002105,20260710_220036,2026-07-12T07:36:26+00:00,1,2,5,800,10.001.003.013,10.001.003.013,,no_L1,updated
MG-P099B97DFACA3,防爆灯,14156211,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,11.003.004.001,11.005.001.008,,changed,updated
MG-P09BE593A898F,钢制文件柜,20904704,20260710_220036,2026-07-12T07:36:26+00:00,1,2,7,800,32.002,32.002,,no_L1,updated
MG-P09D4377BCEB6,厨房排风机,020946,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,24.002.001.013,24.006.001.005,,changed,updated
MG-P09F3C6D4DE73,球墨承插弯头,24596644,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,30.006.001.007,30.006.001.007,,unchanged,updated
MG-P0A19248A3652,单极离心泵,14142069,20260710_220036,2026-07-12T07:36:26+00:00,1,1,9,800,07.004.006.004,07.004.006.003,,changed,updated
MG-P0A7F525D7B88,木炭,12324301,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,04.027,04.027,,no_L1,updated
MG-P0AF8151F1FE8,双面胶带,13212933,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,03.018,03.018,,no_L1,updated
MG-P0B0BB17E04B4,减压器,047846,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,31.006.002.001,04.019.008.005,,changed,updated
MG-P0B3F16780A71,电锤,077327,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,07.003.007.001,07.003.007.001,,no_L1,updated
MG-P0D4A994D0566,氩气,007369,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,24.028,04.019.001.003,,changed,updated
MG-P0D51C29471F3,打印机,15335252,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,32.003,32.003,,no_L1,updated
MG-P0D68CE1750A5,吸尘器,13775387,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,10.001.003.013,10.001.003.013,,no_L1,updated
MG-P0DE3D1587696,三相四极插座,18899129,20260710_220036,2026-07-12T07:36:26+00:00,1,3,8,800,31.007.004.002,15.002.006.001,,changed,updated
MG-P0E32F696F4C7,深照型,14180614,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,11.001.001.012,11.005.001.003,,changed,updated
MG-P0E7BBD6AD7EB,小推车,17350794,20260710_220036,2026-07-12T07:36:26+00:00,1,1,1,800,04.008.004,04.008.004,,no_L1,updated
MG-P0F10C91AABDD,亚高效过滤器,16319482,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,24.002.002.001,24.002.002.001,,unchanged,updated
MG-P0F42AE626C83,PPR外丝三通,029887,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,28.013.001.024,28.013.001.041,,changed,updated
MG-P0F634D1B5CCE,单相插座,018790,20260710_220036,2026-07-12T07:36:26+00:00,1,3,0,800,15.002.002.001,31.001.003.001,,changed,updated
MG-P0FD9CB4FFAC2,PVC三通,028318,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,28.003.004.011,28.003.003.079,,changed,updated
MG-P10CB67A452A5,耐火砖,V32558110,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,19.006.007.001,19.006.007.001,,unchanged,updated
MG-P10E6D0F5DAC4,串联电抗器,12316758,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,31.006.011.001,31.006.011.001,,unchanged,updated
MG-P11295350F9EE,不锈钢法兰盘,20904391,20260710_220036,2026-07-12T07:36:26+00:00,1,3,8,800,30.003.005.018,25.001.002.001,,changed,updated
MG-P114A30DDE038,压缩式制冷机,32572119,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,24.006.004.003,07.007.002.002,,changed,updated
MG-P11C292597576,手纸架,11815729,20260710_220036,2026-07-12T07:36:26+00:00,1,2,8,800,27.003.012.004,27.003.012.004,,no_L1,updated
MG-P127572809AAF,风冷式干燥机,12721265,20260710_220036,2026-07-12T07:36:26+00:00,1,1,4,800,07.007.003.001,07.007.002.001,,changed,updated
MG-P12B7A3BDAD05,电度表箱,071611,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,31.002.007.001,31.004.005.001,,changed,updated
MG-P12F93F18A642,刀片刺网,32728555,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,09.006.004.004,09.006.004.004,,unchanged,updated
MG-P13452DB3BF5F,洗脸盆,13393439,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,27.002.003.003,27.002.003.003,,unchanged,updated
MG-P139784911277,脱漆剂,16764070,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,18.003.001.014,18.003.001.014,,no_L1,updated
MG-P13F892593C50,单向阀,13978619,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,05.008.001.004,05.007.003.004,,changed,updated
MG-P1486DBC3A768,单相变压器,13841892,20260710_220036,2026-07-12T07:36:26+00:00,1,2,6,800,31.006.005.004,31.006.005.004,,unchanged,updated
MG-P14870BBE3733,管道泵,16494933,20260710_220036,2026-07-12T07:36:26+00:00,1,1,1,797,07.004.006.003,07.004.006.003,,unchanged,updated
MG-P14B9D65AF015,砼面收光机,032859,20260710_220036,2026-07-12T07:36:26+00:00,1,3,0,800,07.003.003.001,07.003.003.001,,no_L1,updated
MG-P1574DFD13349,油冷却器,V18035320,20260710_220036,2026-07-12T07:36:26+00:00,1,1,0,800,05.004.006.001,05.004.006.001,,unchanged,updated
MG-P173801CFFAD8,抽油烟机,16629811,20260710_220036,2026-07-12T07:36:26+00:00,1,3,8,800,10.002.006.001,10.002.006.001,,unchanged,updated
MG-P184D95DBE4B9,中间继电器,16714256,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,14.002.008.002,14.002.008.002,,unchanged,updated
MG-P192AA9DF63F2,瓷砖开孔器,15217095,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,06.012,06.012,,no_L1,updated
MG-P19442802192D,绿色板漆,16581965,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,18.003.001.007,19.007.002.001,,changed,updated
MG-P19A64C884955,黑色板漆,13448650,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,18.003.001.007,18.003.005.003,,changed,updated
MG-P1A231FD62A10,柔性接头,12528384,20260710_220036,2026-07-12T07:36:26+00:00,1,3,5,800,25.003.016.001,25.002.002.004,,changed,updated
MG-P1A2E674BC8BA,PPR手轮闸阀,14269785,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,28.013.001.035,28.013.001.032,,changed,updated
MG-P1AAA072AFC46,水钻钻头,10524319,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,06.011,06.011,,no_L1,updated
MG-P1C51AFAE4A39,冲洗阀,026825,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,27.003.011.001,27.003.011.001,,unchanged,updated
MG-P1C831941D447,往复锯,13226557,20260710_220036,2026-07-12T07:36:26+00:00,1,2,4,800,07.003.004.001,07.003.004.001,,no_L1,updated
MG-P1C8514D8BD88,雨鞋,17337663,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,01.001.004.005,01.001.003.003,,changed,updated
MG-P1CED9DB08958,电焊条,007649,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,04.019.007.006,04.019.007.006,,no_L1,updated
MG-P1CFD615E97F1,PPR 45°弯头,029611,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,28.013.001.027,28.013.001.027,,unchanged,updated
MG-P1D188C02628F,圆木棍,V36055404,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,21.002.001.001,21.002.001.001,,no_L1,updated
MG-P1D995DF10C65,粒子计数器,11803008,20260710_220036,2026-07-12T07:36:26+00:00,1,2,8,800,24.012.006,24.012.006,,no_L1,updated
MG-P1DED8CAA9BAA,砂纸,15299977,20260710_220036,2026-07-12T07:36:26+00:00,1,2,4,800,04.011.001.015,04.011.001.015,,unchanged,updated
MG-P1F0E06A2DF7D,防水灯头,014738,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,11.002.005.006,11.002.005.007,,changed,updated
MG-P1F613F32D929,滤芯,14119505,20260710_220036,2026-07-12T07:36:26+00:00,0,0,0,457,05.001.001.011,05.001.001.011,,held,low_res_no_cover
MG-P1FB893485027,焊把钳,16544900,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,04.019.005.001,04.016.001.020,,changed,updated
MG-P20270E4D5364,电磁闸阀,28095394,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,25.001.005.003,25.001.004.013,,changed,updated
MG-P20A766CA07FF,砂轮磨光片,22399833,20260710_220036,2026-07-12T07:36:26+00:00,1,1,0,800,06.001.002.006,06.001.002.006,,unchanged,updated
MG-P20BAF26CF829,交换机,15533769,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,14.001.006.001,14.001.006.001,,no_L1,updated
MG-P213056915509,配线架,14070248,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,12.005.001.014,12.005.001.014,,no_L1,updated
MG-P216B83338FB6,绿色安全网,25371287,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,09.001.001.005,09.001.001.006,,changed,updated
MG-P230078AC9EBF,瓜子片,V36279962,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,18.002.004.004,18.002.004.010,18.002.004.010,changed,updated
MG-P235F819FF566,柚木,12300867,20260710_220036,2026-07-12T07:36:26+00:00,1,3,7,800,19.007.001.003,19.007.001.001,,changed,updated
MG-P236BDF000058,灭火器,29077109,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,26.001.011.009,26.001.009.001,,changed,updated
MG-P23FA6FCAD89F,三相电度表,10396824,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,31.004.005.001,31.004.005.001,,unchanged,updated
MG-P240F95818417,蛙式打夯机,032868,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,07.003.020,07.003.020,,no_L1,updated
MG-P243DB6082A0D,活动扳手,13940839,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,04.006.004.001,04.010.012.001,,changed,updated
MG-P244626567983,空气压缩机,30369331,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,07.007.002.006,01.003.002.001,,changed,updated
MG-P24B39CC807C2,潜水电泵,14143005,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,07.004.006.001,07.004.006.001,,unchanged,updated
MG-P26ECC1C479DB,开口扳手,043478,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,04.010.016.001,04.010.016.003,,changed,updated
MG-P273124E2089B,负荷开关,14075345,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,31.003.005.005,31.003.005.002,,changed,updated
MG-P27B2AC0D4643,地面瓷砖,11350444,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,19.007.005.001,19.007.005.001,,unchanged,updated
MG-P27B815015DE6,冲击钻,044367,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,07.003.007.001,07.003.007.001,,no_L1,updated
MG-P27C65ED152A7,直磨机,078876,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,07.003.003.001,07.003.003.001,,no_L1,updated
MG-P28D90F556580,自动排气阀,057143,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,25.001.004.020,25.001.004.020,,unchanged,updated
MG-P28DABF756089,启辉器,13617696,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,11.002.005.001,11.002.005.009,,changed,updated
MG-P28E36F2A1AB9,钢化玻璃,19441087,20260710_220036,2026-07-12T07:36:26+00:00,1,1,0,637,20.003.014.001,20.003.014.001,,unchanged,updated
MG-P290AB5E2460C,PVC内丝三通,13614208,20260710_220036,2026-07-12T07:36:26+00:00,1,1,3,800,28.003.004.061,28.016.001.002,,changed,updated
MG-P29F8EB7D1FFE,柴油发电机,12276057,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,07.002.002.001,07.002.002.001,,no_L1,updated
MG-P2ADF7A57CB0A,过电流继电器,15492850,20260710_220036,2026-07-12T07:36:26+00:00,1,1,4,800,14.002.008.012,14.002.008.009,,changed,updated
MG-P2AFABC0ED802,调压器,10286441,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,31.006.002.001,14.002.008.005,,changed,updated
MG-P2B6DFBC647AD,工厂灯,29782360,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,11.005.001.007,11.005.001.013,,changed,updated
MG-P2C469960C02A,蝶阀,19805191,20260710_220036,2026-07-12T07:36:26+00:00,1,3,4,800,25.001.004.001,25.001.006.017,,changed,updated
MG-P2C64756496D8,投光灯,20524288,20260710_220036,2026-07-12T07:36:26+00:00,1,2,9,800,11.004.002.004,11.005.002.004,,changed,updated
MG-P2D0A09A3E95E,探照灯,14191155,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,11.005.001.010,11.005.002.004,,changed,updated
MG-P2D22DB9C08A7,灯罩,044395,20260710_220036,2026-07-12T07:36:26+00:00,1,3,0,800,11.002.005.010,11.005.002.010,,changed,updated
MG-P2D589C0B6360,排气阀,057142,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,25.001.005.011,25.001.004.020,,changed,updated
MG-P2D7AE0DC6458,挂锁,Y01065,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,2904,20.004.008.001,20.004.008.001,,unchanged,updated
MG-P2DCCE02C758E,冷凝器,V19051395,20260710_220036,2026-07-12T07:36:26+00:00,1,1,0,800,05.004.006.001,14.001.003.001,,changed,updated
MG-P2E10F1D05B4A,高压隔离开关,14010707,20260710_220036,2026-07-12T07:36:26+00:00,1,2,4,800,31.003.005.001,31.003.005.001,,unchanged,updated
MG-P2E314FBB86E0,手动排污阀,13336072,20260710_220036,2026-07-12T07:36:26+00:00,1,2,4,800,25.001.005.012,25.001.005.028,,changed,updated
MG-P2F18DFC0391C,防爆开关,17438705,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,15.002.005.002,14.002.009.004,,changed,updated
MG-P2F965D8164CC,护套电缆,11070643,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,12.001.018.001,12.001.018.009,,changed,updated
MG-P2FC6AD9FEAE0,红外线灯,18640343,20260710_220036,2026-07-12T07:36:26+00:00,1,2,8,800,11.002.004.004,11.001.002.004,,changed,updated
MG-P308507715425,石蜡,V35624420,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,04.034,04.034,,no_L1,updated
MG-P30BDE0DD4917,筒体潜水泵,19340364,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,07.004.006.001,07.004.006.001,,unchanged,updated
MG-P31173235323F,镀锌外丝三通,25979533,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,25.002.003.009,30.003.005.020,,changed,updated
MG-P31E2A7B59279,单极多旋片式真空泵,13575471,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,07.007.004.001,07.007.004.001,,no_L1,updated
MG-P31EE6EE4816E,架空电缆,16685555,20260710_220036,2026-07-12T07:36:26+00:00,0,0,0,311,12.002.001.001,12.002.001.001,,held,low_res_no_cover
MG-P32B190B3354D,标准化工泵,V31732056,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,07.004.005.001,07.004.005.001,,no_L1,updated
MG-P33BBEE8796CB,交流接触器,12350624,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,14.002.007.001,14.002.007.001,,unchanged,updated
MG-P33FB269CB300,移相电容器,13105081,20260710_220036,2026-07-12T07:36:26+00:00,1,2,4,800,31.006.009.001,31.006.009.001,,unchanged,updated
MG-P3415E2208587,电容器,15914942,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,31.006.009.001,31.006.009.001,,unchanged,updated
MG-P3435ACD6671E,扁铁条,12942052,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,25.003.014.001,25.003.014.002,,changed,updated
MG-P347E5B251D81,万能转换开关,34913677,20260710_220036,2026-07-12T07:36:26+00:00,0,0,0,560,14.002.004.001,14.002.004.001,,held,low_res_no_cover
MG-P358B237C2E86,起动器,10292329,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,14.001.012.001,14.002.001.002,,changed,updated
MG-P36A85BAA7883,打印机,29268828,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,14.001.007.004,14.001.007.004,,no_L1,updated
MG-P3741D13980BD,回油管,V18863546,20260710_220036,2026-07-12T07:36:26+00:00,1,1,0,800,05.004.002.013,05.004.002.001,,changed,updated
MG-P378761308098,插座,10313911,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,31.007.004.006,15.002.005.001,,changed,updated
MG-P37B358149393,压缩空气精密过滤器,V34933901,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,05.001.001.003,24.002.002.003,,changed,updated
MG-P37E8E19B2D81,HDPE 90°弯头,12247702,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,28.008.004.013,28.010.002.027,,changed,updated
MG-P37EBA4B671EF,直流接触器,12440150,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,14.002.007.001,14.002.007.001,,unchanged,updated
MG-P37F6D486A698,机械水表,12497685,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,25.003.007.001,25.003.007.001,,unchanged,updated
MG-P380E9466AA10,减压阀,054844,20260710_220036,2026-07-12T07:36:26+00:00,1,3,4,800,25.001.005.008,25.001.004.016,,changed,updated
MG-P396C03D9F760,电脑桌,15792738,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,32.002,32.002,,no_L1,updated
MG-P3A83DDD23352,发射天线,11354879,20260710_220036,2026-07-12T07:36:26+00:00,1,3,3,800,14.002.002.004,02.006.002.004,,changed,updated
MG-P3A998AF15613,高压汞灯,14117224,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,11.002.003.003,11.002.001.001,,changed,updated
MG-P3ADB19806762,解调器,33446052,20260710_220036,2026-07-12T07:36:26+00:00,1,0,0,640,02.006.004.008,02.006.004.008,,no_L1,updated
MG-P3C78F0A3DA8E,电磁流量计,15543856,20260710_220036,2026-07-12T07:36:26+00:00,1,4,8,800,25.003.007.003,25.003.007.002,,changed,updated
MG-P3D9463AE1D8C,普通合页,011300,20260710_220036,2026-07-12T07:36:26+00:00,1,2,6,800,20.004.007.002,20.004.007.002,,unchanged,updated
MG-P3DC0823E4BA9,木工圆盘铁锯片,048352,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,04.013.003.004,04.013.003.004,,no_L1,updated
MG-P3DC1206997ED,浮球阀,15182717,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,25.001.005.024,25.001.004.014,,changed,updated
MG-P3DDBCE1900B1,调节阀,078207,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,25.001.005.016,24.008.003.001,,changed,updated
MG-P3DFC7D6D1734,石膏板,10117496,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,19.002.006.001,19.002.006.001,,unchanged,updated
MG-P3E043F444287,塑料膨胀栓,25999593,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,08.001.001.001,08.001.001.001,,unchanged,updated
MG-P3E63AAFCB22A,搅拌机,12664628,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,07.003.013,07.003.013,,no_L1,updated
MG-P3F0111F9BB07,低碳钢板,13788817,20260710_220036,2026-07-12T07:36:26+00:00,1,3,5,800,08.012.007.002,08.012.007.006,,changed,updated
MG-P3F6A1F6980EE,雨水泵,16081700,20260710_220036,2026-07-12T07:36:26+00:00,0,0,0,484,07.004.006.001,07.004.006.001,,held,low_res_no_cover
MG-P3FA0D3956EA8,HDPE四通,12247770,20260710_220036,2026-07-12T07:36:26+00:00,1,3,2,800,28.008.004.045,28.011.004.029,,changed,updated
MG-P405347BC15F5,电动操动机构,12244912,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,31.003.001.002,31.003.006.002,,changed,updated
MG-P4066CA478717,螺纹钢,13967128,20260710_220036,2026-07-12T07:36:26+00:00,1,2,2,800,21.006.005.001,21.006.005.001,,unchanged,updated
MG-P4070A2E91887,木工铅笔,13944006,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,04.026,04.026,,no_L1,updated
MG-P40B40497F611,分级转换开关,12336889,20260710_220036,2026-07-12T07:36:26+00:00,1,2,9,800,14.002.004.001,14.002.004.001,,unchanged,updated
MG-P411063C0C457,洗手盆,12353566,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,27.002.003.003,27.002.003.003,,unchanged,updated
MG-P4146D869969F,硅酮耐候结构胶,28937476,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,03.001.001.001,03.001.001.001,,unchanged,updated
MG-P415E1D53E30D,脚手架钢管,16087887,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,22.004.007.015,22.004.007.012,,changed,updated
MG-P41F1D7DD366D,中央空调,12940350,20260710_220036,2026-07-12T07:36:26+00:00,1,3,2,800,24.006.004.002,24.006.004.002,,unchanged,updated
MG-P42337C8D041F,HDPE直接,12225346,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,28.008.004.009,28.011.004.016,,changed,updated
MG-P42AD3766FA6E,同声翻译系统,25812460,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,14.001.007.003,14.001.007.003,,no_L1,updated
MG-P433833731D24,感温探测器,11462998,20260710_220036,2026-07-12T07:36:26+00:00,1,3,6,800,14.001.004.005,26.003.001.003,,changed,updated
MG-P433A4F1A912B,地脚螺栓,25942960,20260710_220036,2026-07-12T07:36:26+00:00,0,0,0,350,08.017,08.017,,held,low_res_no_cover
MG-P434A6F07249D,HDPE内丝三通,12247548,20260710_220036,2026-07-12T07:36:26+00:00,1,0,1,800,28.008.004.041,28.010.002.023,,changed,updated
MG-P43F46D6BD8E6,风帽,061086,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,24.003.002.001,24.003.002.001,,unchanged,updated
MG-P450501743868,平头螺丝刀,17237301,20260710_220036,2026-07-12T07:36:26+00:00,1,1,2,800,04.014.009.001,04.014.007.001,,changed,updated
MG-P454CA53F25EA,PPR外丝接头,030229,20260710_220036,2026-07-12T07:36:26+00:00,1,4,6,800,28.013.001.044,28.013.001.044,,unchanged,updated
MG-P4569F3E671F3,万向轮,15192927,20260710_220036,2026-07-12T07:36:26+00:00,1,3,9,800,04.008.007,04.008.007,,no_L1,updated
MG-P46DE279314A0,铸铁地漏,T11812,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,30.001.002.055,30.001.002.055,,unchanged,updated
MG-P474C08BDD6BD,警示三角,12287221,20260710_220036,2026-07-12T07:36:26+00:00,1,4,2,800,02.003.001.007,02.003.001.001,,changed,updated
MG-P47A6E480C6AD,橡皮锤,055143,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,04.007.001.006,04.007.001.006,,unchanged,updated
MG-P47B6C72B7A35,高压互感器,13813624,20260710_220036,2026-07-12T07:36:26+00:00,1,2,4,800,31.006.010.001,31.006.010.001,,unchanged,updated
MG-P482658281F08,线鼻子,18735018,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,15.001.006.007,15.001.011.001,15.001.011;15.001.011.001,changed,updated
